A;B;C;01:00;02:00;03:00;04:00;05:00;06:00;07:00;08:00;09:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;24:00;T16;T24;latWGS84;loWGS84;Aangemaakt op
20150222;Medium;90-..;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;;;08/07/2016
20150222;Zwaar;00-30;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;;;08/07/2016
20150222;Zwaar;30-50;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;3;1;0;1;0;1;0;0;10;10;;;08/07/2016
20150222;Zwaar;50-70;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;1;1;5;7;;;08/07/2016
20150222;Zwaar;70-90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
20150222;Zwaar;90-..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/07/2016
